City_ID,City,Country,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Description
316,Ahipara,NZ,-35.1667,173.1667,60.82,60.82,82,18,19.46,few clouds
317,Meadow Lake,US,34.8014,-106.5436,76.3,68.86,47,75,3.62,light rain
318,Ugoofaaru,MV,5.6667,73.0,80.69,80.69,78,100,13.85,overcast clouds
319,Henderson,US,36.0397,-114.9819,94.44,90.82,25,0,8.05,clear sky
320,Zhenhai,CN,24.2582,118.0905,82.6,82.6,64,0,1.77,clear sky
321,Tecoanapa,MX,16.5167,-98.75,77.74,77.74,90,100,4.32,overcast clouds
322,Oranjemund,NA,-28.55,16.4333,52.54,52.54,80,100,18.25,overcast clouds
323,Ancud,CL,-41.8697,-73.8203,46.22,46.22,91,93,5.5,overcast clouds
324,Abu Dhabi,AE,24.4667,54.3667,86.02,84.31,84,40,1.14,scattered clouds
325,Kahului,US,20.8947,-156.47,84.22,80.96,68,40,16.11,scattered clouds
326,Chateauroux,FR,46.8167,1.7,59.0,59.0,82,0,6.91,clear sky
327,Almansa,ES,38.8692,-1.0971,72.3,72.3,56,93,3.69,overcast clouds
328,Shubarshi,KZ,48.5872,57.1869,48.07,48.07,57,1,6.06,clear sky
329,Weligama,LK,5.9667,80.4167,78.55,78.55,86,55,9.84,broken clouds
330,Kvarkeno,RU,52.0833,59.725,47.32,47.32,64,100,3.65,overcast clouds
331,Alirajpur,IN,22.3031,74.3546,78.37,78.37,87,100,2.66,overcast clouds
332,Hami,CN,42.8,93.45,86.13,86.13,13,0,2.1,clear sky
333,Boksitogorsk,RU,59.474,33.8485,40.32,40.32,88,59,3.51,broken clouds
334,Shush,IR,32.1942,48.2436,87.75,87.75,11,0,7.16,clear sky
335,Fortuna,US,40.5982,-124.1573,65.93,61.14,84,52,1.01,broken clouds
336,Itoman,JP,26.1247,127.6694,87.82,86.4,77,75,18.41,broken clouds
337,Conroe,US,30.3119,-95.456,85.75,76.59,64,0,5.75,clear sky
338,Nefteyugansk,RU,61.0998,72.6035,38.61,38.61,83,43,6.62,scattered clouds
339,Khanpur,PK,28.6453,70.6567,86.63,86.63,63,8,4.85,clear sky
340,Pisco,PE,-13.7,-76.2167,61.02,60.85,82,39,13.8,mist
341,Aquiraz,BR,-3.9014,-38.3911,79.18,78.89,82,82,15.66,broken clouds
342,Kasongo-Lunda,CD,-6.4667,16.8167,71.01,71.01,89,99,2.82,light rain
343,Abatskoye,RU,56.2875,70.4555,42.48,42.48,83,99,4.52,overcast clouds
344,Vao,NC,-22.6667,167.4833,72.14,72.14,85,38,8.93,scattered clouds
345,Zhaoyuan,CN,37.3592,120.3964,76.48,76.48,63,0,3.36,clear sky
346,Sobolevo,RU,54.4299,31.8996,45.25,45.25,96,100,12.5,light rain
347,Kosonsoy,UZ,41.2561,71.5508,58.53,58.53,51,100,1.77,overcast clouds
348,Hukuntsi,BW,-24.0,21.75,59.65,59.65,31,2,9.37,clear sky
349,San Cristobal,VE,7.7669,-72.225,75.38,75.38,97,39,1.79,scattered clouds
350,Okhotsk,RU,59.3833,143.3,53.13,53.13,43,1,16.64,clear sky
351,Novikovo,RU,51.1537,37.8879,57.04,57.04,35,100,16.67,overcast clouds
352,Williams Lake,CA,52.1415,-122.1445,71.06,71.06,51,100,2.55,overcast clouds
353,Karratha,AU,-20.7377,116.8463,76.6,76.6,44,0,6.26,clear sky
354,Svetlaya,RU,46.5389,138.3297,64.65,64.65,70,95,6.8,overcast clouds
355,Nioaque,BR,-21.1353,-55.83,75.56,75.56,46,15,2.1,few clouds
356,Manono,CD,-7.3,27.4167,72.28,72.28,80,10,1.01,clear sky
357,Teya,RU,60.3778,92.6267,46.67,46.67,88,99,3.71,overcast clouds
358,Kiruna,SE,67.8557,20.2251,40.12,40.12,93,100,3.44,overcast clouds
359,Lae,PG,-6.7221,146.9847,85.01,85.01,64,100,7.76,overcast clouds
360,Tanete,ID,-3.9443,119.7848,87.67,87.67,56,13,10.31,few clouds
361,Boende,CD,-0.2167,20.8667,69.76,69.76,97,100,1.86,overcast clouds
362,Whitehorse,CA,60.7161,-135.0538,58.01,54.1,39,100,8.99,overcast clouds
363,Tasiilaq,GL,65.6145,-37.6368,41.16,41.16,74,72,8.97,broken clouds
364,Neiafu,TO,-18.65,-173.9833,83.08,83.08,69,40,8.05,scattered clouds
365,Waipawa,NZ,-41.4122,175.5153,55.35,55.35,75,100,1.83,light rain
366,Krabi,TH,8.0726,98.9105,86.05,86.05,88,100,6.62,overcast clouds
367,Margate,GB,51.3813,1.3862,65.89,59.7,93,75,1.99,broken clouds
368,Esil,KZ,51.9556,66.4042,44.38,44.38,70,38,6.04,scattered clouds
369,Talnakh,RU,69.4865,88.3972,40.21,40.21,93,100,13.09,light rain
370,Batagay,RU,67.6333,134.6333,40.64,40.64,68,100,1.99,overcast clouds
371,Nizhniy Kuranakh,RU,58.8353,125.4869,54.27,54.27,54,3,1.88,clear sky
372,Semey,KZ,50.4111,80.2275,53.82,53.82,62,75,24.61,broken clouds
373,Poum,NC,-20.2333,164.0167,77.5,77.5,80,3,11.9,clear sky
374,Aksha,RU,50.2814,113.2867,60.15,60.15,47,51,4.68,broken clouds
375,Dauphin,CA,51.1494,-100.0502,67.15,67.15,33,0,8.75,clear sky
376,Kenner,US,29.9941,-90.2417,84.18,74.01,79,75,8.99,broken clouds
377,Scarborough,GB,54.2797,-0.4044,60.78,59.16,91,100,11.01,moderate rain
378,Kamsack,CA,51.5667,-101.9009,67.21,67.21,27,0,8.03,clear sky
379,Xifeng,CN,42.7372,124.7222,73.0,73.0,70,0,5.66,clear sky
380,Ust-Maya,RU,60.4167,134.5333,50.34,50.34,43,17,3.83,few clouds
381,Parangan,PH,5.0839,119.9383,83.16,83.16,72,100,5.48,overcast clouds
382,Luanda,AO,-8.8368,13.2343,69.19,69.19,91,14,4.7,few clouds
383,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.36,50.36,100,100,5.75,fog
384,Esperance,AU,-33.8667,121.9,64.27,64.27,56,94,20.87,overcast clouds
385,Ola,RU,59.5833,151.2833,61.14,61.14,68,5,8.86,clear sky
386,Florianopolis,BR,-27.6146,-48.5012,58.23,55.62,69,100,4.61,overcast clouds
387,Coconut Creek,US,26.2518,-80.1789,81.99,77.0,75,0,6.91,clear sky
388,Tiznit,MA,29.5833,-9.5,78.89,78.89,50,56,0.76,broken clouds
389,Kilrush,IE,52.6397,-9.4833,64.15,64.15,98,100,3.91,overcast clouds
390,Yanam,IN,16.7333,82.2167,78.46,78.46,87,100,7.85,moderate rain
391,Tura,IN,25.5198,90.2201,75.22,75.22,91,100,5.32,overcast clouds
392,Brandon,US,27.9378,-82.2859,81.28,76.59,89,0,4.61,clear sky
393,Talaja,IN,21.35,72.05,79.97,79.97,91,100,9.6,light rain
394,Waldshut-Tiengen,DE,47.6232,8.2172,55.2,50.83,90,7,2.24,clear sky
395,Sumenep,ID,-7.0167,113.8667,85.69,85.69,60,95,10.8,overcast clouds
396,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,85.03,85.03,27,90,1.32,overcast clouds
397,Paso Del Macho,MX,18.9667,-96.7167,69.78,69.78,97,99,3.15,overcast clouds
398,Henties Bay,NA,-22.116,14.2845,53.08,53.08,93,4,4.79,clear sky
399,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.62,67.62,79,95,13.31,overcast clouds
400,Malmyzh,RU,56.5205,50.6818,37.2,37.2,89,10,2.53,clear sky
401,Bad Ischl,AT,47.7111,13.6189,53.67,53.11,95,4,4.47,clear sky
402,Port Lincoln,AU,-34.7333,135.8667,55.31,55.31,79,100,9.17,overcast clouds
403,Saucillo,MX,28.0167,-105.2833,78.08,78.08,35,7,8.52,clear sky
404,Sambava,MG,-14.2667,50.1667,66.87,66.87,88,75,9.6,light rain
405,Demirci,TR,39.0461,28.6589,63.9,63.9,74,0,3.15,clear sky
406,Novo Oriente,BR,-5.5344,-40.7742,77.58,77.58,43,96,3.71,overcast clouds
407,Caravelas,BR,-17.7125,-39.2481,70.39,70.39,74,66,3.29,broken clouds
408,Ust-Tsilma,RU,65.441,52.1498,41.63,41.63,92,100,6.58,overcast clouds
409,Santa Rosalia,MX,27.3167,-112.2833,81.43,81.43,69,25,3.22,scattered clouds
410,Norman Wells,CA,65.282,-126.8329,50.94,50.94,68,95,2.55,overcast clouds
411,Juneau,US,58.3019,-134.4197,55.4,52.11,85,75,4.61,broken clouds
412,The Pas,CA,53.8251,-101.2541,63.23,63.23,48,0,3.53,clear sky
413,Nanortalik,GL,60.1432,-45.2371,42.89,42.89,94,100,9.57,overcast clouds
414,Koekelare,BE,51.0937,2.9659,60.35,55.15,79,20,5.75,few clouds
415,Luderitz,NA,-26.6481,15.1594,56.98,56.98,65,100,22.91,overcast clouds
416,Prabumulih,ID,-3.45,104.25,76.84,76.84,91,100,3.09,overcast clouds
417,Dawei,MM,14.0833,98.2,77.5,77.5,86,99,2.48,overcast clouds
418,Homer,US,59.6425,-151.5483,55.8,53.47,72,100,8.01,light rain
419,Nouadhibou,MR,20.931,-17.0347,74.07,74.07,77,4,20.49,clear sky
420,Loandjili,CG,-4.7561,11.8578,72.21,72.21,87,7,3.51,clear sky
421,Nemuro,JP,43.3236,145.575,65.86,65.86,81,62,10.6,broken clouds
422,Boca Do Acre,BR,-8.7522,-67.3978,74.21,74.21,87,100,0.67,overcast clouds
423,Sandnessjoen,NO,66.0217,12.6316,46.65,39.72,94,100,1.01,overcast clouds
424,Usinsk,RU,65.9939,57.5281,42.17,42.17,95,100,8.25,overcast clouds
425,Mishan,CN,45.55,131.8833,73.42,73.42,69,79,4.07,broken clouds
426,Puerto Colombia,CO,10.9878,-74.9547,84.29,84.29,78,100,7.7,overcast clouds
427,Chemal,RU,51.4111,86.005,56.44,56.44,52,97,12.66,overcast clouds
428,Ponta Delgada,PT,37.7333,-25.6667,71.51,70.52,78,20,8.05,few clouds
429,Taguatinga,BR,-12.3857,-46.5711,79.02,79.02,22,26,4.05,scattered clouds
430,Kukes,AL,42.0769,20.4219,57.81,57.81,94,41,3.96,scattered clouds
431,Fershampenuaz,RU,53.5202,59.8117,38.59,38.59,82,17,3.38,few clouds
432,Tabory,RU,58.5198,64.5495,36.93,36.93,94,28,2.59,scattered clouds
433,Mzimba,MW,-11.9,33.6,63.23,63.23,59,0,9.51,clear sky
434,Pauri,IN,30.15,78.7833,66.94,66.94,85,11,2.75,few clouds
435,Lagoa,PT,39.05,-27.9833,72.1,72.1,79,92,23.31,overcast clouds
436,Andenes,NO,69.3143,16.1194,46.92,46.38,93,75,11.5,broken clouds
437,Meulaboh,ID,4.1363,96.1285,80.49,80.49,76,95,4.18,overcast clouds
438,Caen,FR,49.0833,-0.4167,59.22,59.22,88,0,8.05,clear sky
439,Aleksandrovskiy Zavod,RU,50.9237,117.9374,54.52,54.52,46,0,7.2,clear sky
440,Vranov,CZ,48.8947,15.8127,56.68,52.05,90,9,7.7,clear sky
441,Rocha,UY,-34.4833,-54.3333,43.12,43.12,95,83,5.46,broken clouds
442,Ballina,AU,-28.8667,153.5667,70.02,69.78,60,100,3.76,overcast clouds
443,Ayame,CI,5.6083,-3.1563,70.63,70.63,95,96,4.7,overcast clouds
444,Hualmay,PE,-11.0964,-77.6139,60.96,60.96,83,57,12.33,broken clouds
445,Taoudenni,ML,22.6783,-3.9836,95.81,95.81,16,8,6.58,clear sky
446,Doschatoye,RU,55.3825,42.1072,45.72,45.72,63,100,5.21,overcast clouds
447,Vizinga,RU,61.0749,50.1031,38.3,38.3,96,47,2.86,scattered clouds
448,Guilin,CN,25.2819,110.2864,86.34,86.34,43,97,1.63,overcast clouds
449,Najran,SA,17.4924,44.1277,76.53,76.53,25,33,2.35,scattered clouds
450,Velka Bites,CZ,49.2884,16.2274,54.88,53.15,91,0,11.5,clear sky
451,Acarau,BR,-2.8856,-40.12,77.65,77.65,83,77,16.84,broken clouds
452,Lazaro Cardenas,MX,17.9583,-102.2,79.54,79.54,87,100,6.22,overcast clouds
453,Trinidad,BO,-14.8333,-64.9,78.71,78.71,39,66,4.18,broken clouds
454,Novosheshminsk,RU,55.0651,51.2338,41.49,41.49,90,14,4.52,few clouds
455,Westport,US,41.1415,-73.3579,68.09,64.44,91,100,5.75,overcast clouds
456,Bonavista,CA,48.6499,-53.1147,57.67,57.67,98,100,23.85,overcast clouds
457,Aksu,CN,41.1231,80.2644,79.02,79.02,16,100,3.29,overcast clouds
458,Wanning,CN,18.8003,110.3967,84.43,84.43,68,14,1.83,few clouds
459,Luang Prabang,LA,19.8856,102.1347,80.38,80.38,79,93,1.57,overcast clouds
460,Parkes,AU,-33.1333,148.1833,55.98,55.98,56,22,8.63,few clouds
461,Singarayakonda,IN,15.25,80.0333,81.79,81.79,65,100,14.03,overcast clouds
462,Waingapu,ID,-9.6567,120.2641,85.44,85.44,60,10,11.92,clear sky
463,Raudeberg,NO,61.9875,5.1352,52.86,50.67,45,100,6.13,overcast clouds
464,Benguela,AO,-12.5763,13.4055,67.93,67.93,90,12,3.02,few clouds
465,Yanaul,RU,56.2719,54.9309,45.07,45.07,93,100,3.29,overcast clouds
466,Baiyin,CN,36.5583,104.2081,66.63,66.63,46,0,3.53,clear sky
467,Aktau,KZ,43.65,51.2,55.98,55.98,37,56,17.45,broken clouds
468,Jalu,LY,29.0331,21.5482,79.54,79.54,43,0,9.19,clear sky
469,Mecca,SA,21.4267,39.8261,85.5,85.5,55,14,5.35,few clouds
470,Morros,BR,-9.4467,-46.3003,78.58,78.58,27,73,1.01,broken clouds
471,Aljezur,PT,37.3191,-8.8033,68.58,68.58,94,100,6.93,overcast clouds
472,Provideniya,RU,64.3833,-173.3,46.51,46.36,93,100,18.01,light intensity shower rain
473,Jiazi,CN,22.8779,116.067,83.95,83.95,68,0,3.31,clear sky
474,Mount Isa,AU,-20.7333,139.5,82.17,82.17,26,52,10.36,broken clouds
475,Sakhipur,BD,24.3,90.1833,75.78,75.78,94,100,14.29,light rain
476,Elliot Lake,CA,46.3834,-82.6331,59.76,59.76,87,100,9.46,overcast clouds
477,Ranong,TH,9.9658,98.6348,80.6,80.6,81,98,5.57,overcast clouds
478,Diffa,NE,13.3154,12.6113,81.01,81.01,63,54,7.18,broken clouds
479,Khilok,RU,51.3674,110.4676,62.89,62.89,47,86,4.36,overcast clouds
480,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,70.75,88,99,20.11,light rain
481,Tahoua,NE,14.8888,5.2692,83.66,83.66,59,100,6.96,overcast clouds
482,Kindersley,CA,51.4668,-109.1682,77.11,77.11,15,99,6.69,overcast clouds
483,Consuegra,ES,39.4625,-3.608,73.74,73.74,44,95,6.51,overcast clouds
484,Patea,NZ,-39.7583,174.4833,58.14,58.14,90,100,13.29,overcast clouds
485,Iquique,CL,-20.2208,-70.1431,59.04,59.04,75,43,4.41,scattered clouds
486,North Bend,US,43.4065,-124.2243,66.92,60.71,97,100,6.91,overcast clouds
487,Millinocket,US,45.6573,-68.7098,69.91,69.42,88,0,3.44,clear sky
488,Verkhnyaya Toyma,RU,62.2349,44.9985,43.74,43.74,95,100,3.42,overcast clouds
489,Nikolayevka,RU,53.1257,47.2041,44.33,44.33,74,100,3.38,overcast clouds
490,Odesskoye,RU,54.2111,72.9651,40.6,40.6,76,0,12.06,clear sky
491,Smithers,CA,54.7804,-127.1743,63.48,63.48,52,3,4.12,clear sky
492,Nara,JP,34.6851,135.8049,88.97,86.7,56,96,5.82,overcast clouds
493,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,74.73,74.73,44,97,4.27,overcast clouds
494,Buraydah,SA,26.326,43.975,86.47,86.47,13,0,4.81,clear sky
495,Terbuny,RU,52.1389,38.2789,50.95,50.95,53,100,14.67,overcast clouds
496,Markapur,IN,15.7333,79.2833,78.01,78.01,75,100,13.29,overcast clouds
497,Iraquara,BR,-12.2486,-41.6194,64.49,64.49,59,43,5.91,scattered clouds
498,Montefiascone,IT,42.5393,12.0362,65.48,56.39,76,0,5.06,clear sky
499,Saint-Augustin,CA,51.226,-58.6502,53.92,53.92,81,0,6.69,clear sky
500,Shingu,JP,33.7333,135.9833,81.48,81.48,73,95,11.83,overcast clouds
501,Thomaston,US,32.8882,-84.3266,77.31,72.46,86,75,4.61,moderate rain
502,Palmer,US,42.1584,-72.3287,67.55,62.82,78,100,5.75,overcast clouds
503,Jand,PK,33.4299,72.0193,75.09,75.09,79,68,5.75,broken clouds
504,Sibolga,ID,1.7427,98.7792,83.14,83.14,70,76,1.83,broken clouds
505,Umm Lajj,SA,25.0213,37.2685,85.69,85.69,61,0,7.0,clear sky
506,Llanes,ES,43.4198,-4.7549,72.46,72.46,69,52,7.02,broken clouds
507,Carauari,BR,-4.8828,-66.8958,75.43,75.43,85,74,2.3,broken clouds
508,Lata,PT,40.1629,-8.3327,70.81,70.07,78,96,3.91,overcast clouds
509,Salinas,US,36.6777,-121.6555,78.42,63.23,59,0,8.05,clear sky
510,Falun,SE,60.6036,15.626,48.61,47.95,96,35,1.25,scattered clouds
511,Olafsvik,IS,64.8945,-23.7142,48.74,48.74,62,100,5.57,overcast clouds
512,Paka,MY,4.6374,103.4368,80.8,80.8,77,96,4.23,overcast clouds
513,Karpogory,RU,64.0019,44.4451,41.05,41.05,96,97,4.63,overcast clouds
514,Mazyr,BY,52.0495,29.2456,48.43,48.43,96,100,4.41,light rain
515,Erzin,TR,36.9559,36.2,72.43,72.43,83,0,1.7,clear sky
516,Boysun,UZ,38.2061,67.1986,58.71,58.71,37,6,2.8,clear sky
517,Puerto Leguizamo,CO,-0.1934,-74.7819,74.5,74.5,77,23,1.77,few clouds
518,Arman,RU,59.7,150.1667,62.02,62.02,50,1,8.9,clear sky
519,Puerto Ayacucho,VE,5.6639,-67.6236,76.77,76.77,91,100,1.16,overcast clouds
520,Cuiluan,CN,47.72,128.648,76.71,76.71,51,16,7.72,few clouds
521,Fukue,JP,32.6881,128.8419,80.2,80.2,82,100,9.44,overcast clouds
522,Batagay-Alyta,RU,67.8006,130.4114,39.9,39.9,42,99,3.15,overcast clouds
523,Embu,BR,-23.6489,-46.8522,57.11,53.64,98,100,6.87,overcast clouds
524,Ndele,CF,8.4109,20.6473,69.4,69.4,99,100,3.78,overcast clouds
525,Saurimo,AO,-9.6608,20.3916,68.14,68.14,74,50,4.52,scattered clouds
526,Mackay,AU,-21.15,149.2,80.69,80.69,69,4,8.37,clear sky
527,Cap Malheureux,MU,-19.9842,57.6142,68.47,68.47,75,5,18.03,clear sky
528,Lumeje,AO,-11.55,20.7833,63.82,63.82,25,5,0.85,clear sky
529,Port-Cartier,CA,50.0334,-66.8654,55.74,55.74,95,100,0.25,overcast clouds
530,Pala,TD,9.3642,14.9046,71.6,71.6,93,100,4.18,overcast clouds
531,Ouidah,BJ,6.3631,2.0851,76.12,76.12,88,97,12.62,light rain
532,Korla,CN,41.7597,86.1469,82.6,82.6,17,100,16.8,overcast clouds
533,Natchitoches,US,31.7668,-93.1335,76.98,76.05,88,0,0.0,clear sky
534,Port Hedland,AU,-20.3167,118.5667,77.05,77.05,65,0,11.5,clear sky
535,Grindavik,IS,63.8424,-22.4338,45.07,45.07,87,0,9.22,clear sky
536,Diebougou,BF,10.9667,-3.25,72.03,72.03,93,100,4.09,light rain
537,Karasjok,NO,69.4719,25.5112,43.36,43.36,85,100,7.94,overcast clouds
538,Mushie,CD,-3.0167,16.9,72.39,72.39,84,94,3.78,light rain
539,Alenquer,BR,-1.9417,-54.7383,83.32,83.32,53,100,4.32,overcast clouds
540,Macenta,GN,8.5435,-9.471,68.59,68.59,100,98,1.95,overcast clouds
541,Ternate,ID,0.8,127.4,82.87,82.87,72,98,3.09,overcast clouds
542,Takoradi,GH,4.8845,-1.7554,73.22,73.22,92,100,8.48,overcast clouds
543,Zhuanghe,CN,39.7008,122.9911,73.33,73.33,76,19,6.64,few clouds
544,Kutum,SD,14.2,24.6667,76.05,76.05,40,93,5.01,overcast clouds
545,Abomsa,ET,9.9833,39.9833,68.56,68.56,59,13,4.45,light rain
546,Samarai,PG,-10.6167,150.6667,82.65,82.65,76,14,9.69,few clouds
547,Mmabatho,ZA,-25.85,25.6333,58.53,58.53,26,12,11.43,few clouds
548,Sisimiut,GL,66.9395,-53.6735,44.53,44.53,89,100,27.74,light rain
549,Sedro-Woolley,US,48.5039,-122.2361,75.56,58.3,56,0,0.0,clear sky
550,Kununurra,AU,-15.7667,128.7333,93.18,93.18,38,4,5.75,clear sky
551,Shushenskoye,RU,53.325,91.9356,56.84,56.84,65,100,16.02,light rain
552,Ulladulla,AU,-35.35,150.4667,61.77,61.77,37,18,4.32,few clouds
553,Port Blair,IN,11.6667,92.75,82.44,82.44,83,75,4.61,broken clouds
554,Leh,IN,34.1667,77.5833,53.33,53.33,57,6,6.69,clear sky
555,Algiers,DZ,36.7525,3.042,71.42,71.42,73,0,3.44,clear sky
556,Susurluk,TR,39.9136,28.1578,71.38,66.69,90,0,2.37,clear sky
557,Gariaband,IN,20.635,82.0614,74.39,74.39,95,100,6.78,overcast clouds
558,Sarangani,PH,5.4033,125.4636,83.79,83.79,71,6,8.57,clear sky
559,Vrangel,RU,42.7297,133.0839,68.04,68.04,64,98,6.13,overcast clouds
560,Soria,ES,41.6667,-2.6667,64.11,63.86,70,70,3.78,broken clouds
561,Southbridge,US,42.0751,-72.0334,67.6,62.89,92,100,4.23,overcast clouds
562,Dakoro,NE,14.5106,6.765,80.94,80.94,67,26,6.93,scattered clouds
563,Gogrial,SS,8.5332,28.1004,71.71,71.71,95,99,3.89,overcast clouds
564,Namie,JP,37.4833,141.0,85.71,81.55,74,54,5.73,broken clouds
565,Lasa,IT,46.6166,10.7002,50.36,45.7,68,0,2.77,clear sky
566,Bangangte,CM,5.1409,10.5198,61.14,61.14,99,100,2.91,light rain
567,Berezniki,RU,59.4152,56.8124,37.18,37.18,97,16,0.83,few clouds
568,Yelahanka,IN,13.1075,77.6003,71.51,69.89,94,75,14.97,broken clouds
569,Itarema,BR,-2.9248,-39.9167,77.5,77.5,83,71,16.4,broken clouds
570,Yar-Sale,RU,66.8333,70.8333,42.37,42.37,65,100,11.43,overcast clouds
571,Taiyuan,CN,37.8694,112.5603,67.86,67.86,60,0,2.24,clear sky
572,Port-Gentil,GA,-0.7193,8.7815,74.89,74.89,83,100,11.48,overcast clouds
573,Prince Rupert,CA,54.3161,-130.3201,57.11,57.11,77,1,2.19,clear sky
574,Navolato,MX,24.7672,-107.6944,86.18,86.18,81,2,6.62,clear sky
575,Stephenville Crossing,CA,48.5,-58.4318,54.95,54.95,88,0,6.4,clear sky
576,Abu Kamal,SY,34.4506,40.9171,84.2,84.2,24,0,7.27,clear sky
577,Kodinsk,RU,58.6881,99.1844,50.9,50.9,74,100,3.09,overcast clouds
578,Turukhansk,RU,65.8167,87.9833,38.82,38.82,61,45,2.75,scattered clouds
579,Grand Gaube,MU,-20.0064,57.6608,68.38,68.38,75,3,18.03,clear sky
580,Fuling,CN,29.7022,107.3919,84.4,84.4,57,6,1.88,clear sky
581,Batemans Bay,AU,-35.7167,150.1833,61.11,61.11,41,34,5.93,scattered clouds
582,Sanchursk,RU,56.9413,47.2499,38.44,38.44,85,28,2.04,scattered clouds
583,Pilar,BR,-9.5972,-35.9567,67.93,67.93,90,56,1.16,broken clouds
584,Camopi,GF,3.1655,-52.3158,70.59,70.59,99,58,2.01,broken clouds
585,Pontianak,ID,-0.0333,109.3333,82.38,81.99,83,40,4.61,scattered clouds
586,Juripiranga,BR,-7.3733,-35.2381,72.79,72.79,94,6,5.08,clear sky
587,Ilo,PE,-17.6394,-71.3375,58.6,58.6,82,66,8.7,broken clouds
588,Doka,SD,13.5167,35.7667,70.27,70.27,96,99,8.19,overcast clouds
589,Manokwari,ID,-0.8667,134.0833,83.93,83.93,67,72,6.8,broken clouds
590,Goderich,CA,43.7501,-81.7165,70.12,66.9,73,88,6.91,overcast clouds
591,Payo,ID,-3.7508,103.6372,74.32,74.32,97,100,2.51,overcast clouds
592,Aguimes,ES,27.9054,-15.4461,70.43,68.67,88,20,4.61,few clouds
593,Eseka,CM,3.65,10.7667,70.68,70.68,99,100,1.21,overcast clouds
594,Micheweni,TZ,-4.9667,39.8333,73.35,73.35,83,80,7.78,broken clouds
595,Bama,NG,11.5221,13.6856,75.4,75.4,83,100,7.02,overcast clouds
596,Shimoda,JP,34.6667,138.95,81.1,81.1,65,76,17.76,broken clouds
597,Tolmachevo,RU,54.9824,82.7363,46.38,45.95,100,100,8.99,overcast clouds
598,Vasterhaninge,SE,59.1167,18.1,45.84,42.33,96,11,4.45,few clouds
599,Jawhar,SO,2.7809,45.5005,72.64,72.64,89,88,11.14,overcast clouds
600,Bykovo,RU,55.6361,38.0803,48.61,45.73,90,100,4.47,light rain
601,Maracaibo,VE,10.6317,-71.6406,81.86,81.86,77,100,10.71,overcast clouds
602,Flin Flon,CA,54.7682,-101.865,59.67,59.67,36,3,6.35,clear sky
603,Soyo,AO,-6.1349,12.3689,71.46,71.46,89,18,5.06,few clouds
604,San Jeronimo,PE,-11.9472,-75.2829,55.89,55.89,65,97,0.4,overcast clouds
605,Rincon,US,32.296,-81.2354,79.86,73.94,96,75,3.44,broken clouds
606,Rudbar,AF,30.15,62.6,69.84,69.84,24,0,13.49,clear sky
607,Bulungu,CD,-4.55,18.6,71.6,71.6,89,100,3.69,overcast clouds
608,Coihaique,CL,-45.5752,-72.0662,45.21,44.55,76,75,1.14,broken clouds
609,Saint Anthony,US,45.0205,-93.218,63.3,53.55,67,0,3.44,clear sky
610,Aranos,NA,-24.1333,19.1167,56.01,56.01,24,6,13.18,clear sky
611,Hudson Bay,CA,52.85,-102.3842,64.13,64.13,39,0,1.14,clear sky
612,Lakes Entrance,AU,-37.8811,147.981,59.16,59.16,54,78,14.43,broken clouds
613,Sorata,BO,-15.7667,-68.6333,46.11,46.11,88,95,2.75,overcast clouds
614,Bac Lieu,VN,9.285,105.7244,75.74,75.74,92,100,1.45,overcast clouds
615,Kurilsk,RU,45.2333,147.8833,64.47,64.47,61,95,6.04,overcast clouds
616,Brigantine,US,39.4101,-74.3646,74.05,72.03,96,100,5.75,overcast clouds
617,Sunagawa,JP,43.4864,141.9056,73.69,73.69,66,84,9.98,broken clouds
618,Sarkand,KZ,45.41,79.9186,56.08,56.08,59,84,3.58,broken clouds
619,Port Moresby,PG,-9.4431,147.1797,82.4,82.4,75,75,3.96,broken clouds
620,Bafoulabe,ML,13.8065,-10.8321,74.3,74.3,96,51,3.83,broken clouds
621,Escanaba,US,45.7453,-87.0646,59.31,56.52,93,75,10.36,broken clouds
622,Necochea,AR,-38.5473,-58.7368,51.21,51.21,53,100,9.66,overcast clouds
623,Oga,IT,46.4631,10.347,46.81,34.34,74,0,0.98,clear sky
624,Novoagansk,RU,61.9449,76.6625,38.23,38.23,83,39,5.66,scattered clouds
625,Wamba,NG,8.9333,8.6,69.51,69.51,98,79,0.51,broken clouds
626,Yabrud,SY,33.9674,36.6574,64.15,64.15,33,0,2.13,clear sky
627,Dhidhdhoo,MV,6.8833,73.1,80.42,80.42,80,94,15.39,overcast clouds
628,Dong Xoai,VN,11.5333,106.9167,82.11,82.11,78,52,3.78,broken clouds
629,Hermiston,US,45.8404,-119.2895,80.38,75.02,32,100,5.75,haze
630,Seminole,US,28.7086,-81.2081,82.42,77.0,81,0,3.44,clear sky
631,Pemangkat,ID,1.1667,108.9667,83.07,83.07,72,100,1.5,overcast clouds
632,Avera,US,33.194,-82.5271,76.51,73.9,81,95,6.24,overcast clouds
633,Kysyl-Syr,RU,63.8986,122.7617,41.94,41.94,91,100,5.06,overcast clouds
634,Madison,US,34.7334,-86.5667,72.75,68.85,96,0,7.0,clear sky
